page_titles,product_titles,product_ratings,product_prices,avg_product_price,url,scraped_date
The 7 Best Home Saunas of 2021,Best Traditional: Golden Designs Sundsvall 2 Person Traditional Steam Sauna,,"[{'retailer': 'Wayfair', 'price': '$4,900'}]",4900.0,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Home Saunas of 2021,Best Budget: SereneLife Portable Infrared Home Spa,,"[{'retailer': 'Amazon', 'price': '$200'}]",200.0,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Home Saunas of 2021,Best Overall: Dynamic Infrared Maxxus Dual Tech 2 Person FAR Infrared Sauna,,"[{'retailer': 'Wayfair', 'price': '$2,385'}]",2385.0,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Home Saunas of 2021,Best 2-Person: Radiant Saunas 2-Person Hemlock Infrared Sauna,,"[{'retailer': 'Amazon', 'price': '$2,955'}]",2955.0,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Home Saunas of 2021,"Best Blanket: Gizmo Supply Digital Far-Infrared Heat Sauna Blanket, V3",,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Home Saunas of 2021,Best Portable: SereneLife SLISAU35BK Full Size Portable Steam Sauna,,"[{'retailer': 'Amazon', 'price': '$270'}]",270.0,https://www.thespruce.com/best-home-saunas-5089784,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best for Cold Climates: The Cover Guy Extreme Hot Tub Cover,,"[{'retailer': 'Thecoverguy.com', 'price': nan}]",,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Square: Prestige Spa Covers 89-inch x 89-inch Hot Tub Cover,,"[{'retailer': 'Poolsupplyworld.com', 'price': nan}]",,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Custom: MySpa Cover Replacement Taper Cover,,"[{'retailer': 'Amazon', 'price': '$459'}]",459.0,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Overall: The Cover Guy Deluxe Hot Tub Cover,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Thecoverguy.com', 'price': nan}]",,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Round: MySpaCover Hot Spring Summit Round Cover,,"[{'retailer': 'Myspacover.com', 'price': nan}]",,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Energy Efficient: Futura Covers Tapered Spa Cover,,"[{'retailer': 'Wayfair', 'price': '$600'}]",600.0,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Hot Tub Covers of 2021,Best Budget: Affordable Spa Covers Economy Tapered Spa Cover,,"[{'retailer': 'Affordablespacovers.com', 'price': nan}]",,https://www.thespruce.com/best-hot-tub-covers-4682658,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best Variety: Arctic Ice Alaskan Series Cooler Pack,,"[{'retailer': 'Amazon', 'price': '$16'}, {'retailer': 'Walmart', 'price': '$26'}]",21.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best Gel: Polar Tech Ice Brix Viscous Cold Pack,,"[{'retailer': 'Amazon', 'price': '$14'}]",14.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best for Flexibility: FlexiFreeze Reusable Ice Sheet,4.5,"[{'retailer': 'Amazon', 'price': '$20'}, {'retailer': 'Walmart', 'price': '$29'}]",24.5,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Most Durable: YETI ICE 2 lb. Refreezable Reusable Cooler Ice Pack,4.8,"[{'retailer': 'Amazon', 'price': '$20'}]",20.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best for Small Coolers: Fit &amp; Fresh Cool Coolers Slim Ice Packs,3.8,"[{'retailer': 'Amazon', 'price': '$14'}]",14.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best Extra Large: Cooler Shock 3X Large Freeze Packs,4.5,"[{'retailer': 'Amazon', 'price': '$30'}]",30.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Ice Packs for Coolers in 2021,Best Overall: Nordic Ice No-Sweat Reusable Long-Lasting Gel Pack,,"[{'retailer': 'Amazon', 'price': '$12'}]",12.0,https://www.thespruce.com/best-ice-packs-for-coolers-4151162,2021-12-27
The 7 Best Induction Ranges,Best Budget: FRIGIDAIRE GALLERY FGIH3047VF 30 in. 5.4 cu. ft. Front Control Induction Range with Air Fry,,"[{'retailer': 'Home Depot', 'price': '$1,398'}, {'retailer': 'Ajmadison.com', 'price': '$1,469'}]",1433.5,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best Smart: LG STUDIO LSIS3018SS 6.3 cu. ft. Slide-In Induction Range with EasyClean,,"[{'retailer': 'Home Depot', 'price': '$3,098'}, {'retailer': 'Ajmadison.com', 'price': '$3,899'}, {'retailer': 'Best Buy', 'price': nan}]",3498.5,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best Large Capacity: KitchenAid KSIB900ESS Slide-In Induction Range with Self-Cleaning Convection Oven,,"[{'retailer': 'Home Depot', 'price': '$3,059'}, {'retailer': 'Best Buy', 'price': nan}]",3059.0,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best Slide-In: Bosch HII8056U 800 Series 30 in. 4.6 cu. ft. Slide-In Induction Range,,"[{'retailer': ""Lowe's"", 'price': '$3,399'}, {'retailer': 'Home Depot', 'price': '$3,399'}, {'retailer': 'Ajmadison.com', 'price': '$3,399'}]",3399.0,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best Double Oven: KitchenAid KFID500ESS Double Oven Electric Induction Range with Self-Cleaning Convection Oven,,"[{'retailer': 'Home Depot', 'price': '$2,699'}]",2699.0,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best High-End: Cafe CHS950P2MS1 6.7 cu. ft. Smart Slide-In Double Oven Induction Range,,"[{'retailer': 'Home Depot', 'price': '$4,399'}, {'retailer': 'Ajmadison.com', 'price': '$3,953'}, {'retailer': 'Pcrichard.com', 'price': nan}]",4176.0,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Induction Ranges,Best Overall: LG Electronics LSE4616ST 6.3 cu. ft. Smart Slide-In Induction Range with ProBake Convection,,"[{'retailer': ""Lowe's"", 'price': '$2,499'}, {'retailer': 'Home Depot', 'price': '$2,198'}, {'retailer': 'Ajmadison.com', 'price': '$2,899'}]",2532.0,https://www.thespruce.com/best-induction-ranges-4150612,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best Four-Person: Coleman SaluSpa Hawaii AirJet 4 Person Inflatable Hot Tub,,"[{'retailer': 'Amazon', 'price': '$620'}, {'retailer': 'Walmart', 'price': '$620'}]",620.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best for Indoor Use: Intex SimpleSpa 4-Person Inflatable Hot Tub,,"[{'retailer': 'Amazon', 'price': '$441'}, {'retailer': 'Walmart', 'price': '$400'}, {'retailer': 'Best Buy', 'price': nan}]",420.5,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best for Winter: Intex 4-Person Octagonal Inflatable Hot Tub 4-Person Octagonal Inflatable Hot Tub,,"[{'retailer': 'Walmart', 'price': '$20'}]",20.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best Splurge: Bestway SaluSpa Helsinki AirJet 7 Person Inflatable Hot Tub,,"[{'retailer': 'Amazon', 'price': '$970'}]",970.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best Six-Person: Intex 85in x 28in PureSpa Greywood Deluxe Set,,"[{'retailer': 'Amazon', 'price': '$800'}]",800.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,"Best Budget: Bestway SaluSpa Miami Inflatable Hot Tub, 4-Person AirJet Spa",,"[{'retailer': 'Amazon', 'price': '$539'}]",539.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Inflatable Hot Tubs of 2021,Best Overall: Intex PureSpa Plus Bubble Massage Set,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Walmart', 'price': '$450'}]",450.0,https://www.thespruce.com/best-inflatable-hot-tubs-4165123,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Wall-Mounted: mDesign Hanging Jewelry Organizer,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Mdesignhomedecor.com', 'price': nan}]",,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Overall: ProCase Jewelry Box Organizer,,"[{'retailer': 'Amazon', 'price': '$33'}, {'retailer': 'Procase.com', 'price': nan}]",33.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Stand: Love-KANKEI Jewelry Tree,,"[{'retailer': 'Amazon', 'price': '$19'}, {'retailer': 'Love-kankei.com', 'price': nan}]",19.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Budget: MISSLO Hanging Jewelry Organizer,,"[{'retailer': 'Amazon', 'price': '$9'}]",9.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best for Drawers: Jack Cube Design Stackable Leather Jewelry Trays,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Walmart', 'price': '$36'}]",36.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Box: Pottery Barn McKenna Leather Jewelry Armoire,,"[{'retailer': 'Pottery Barn', 'price': '$239'}]",239.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Large: Ebern Designs Quakertown Jewelry Armoire,,"[{'retailer': 'Wayfair', 'price': nan}]",,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best for Travel: Ellis James Designs Quilted Travel Jewelry Organizer,,"[{'retailer': 'Amazon', 'price': '$25'}, {'retailer': 'Ellisjamesdesigns.com', 'price': nan}]",25.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Jewelry Organizers of 2021,Best Over-the-Door: Latitude Run Askins Jewelry Armoire with Mirror,,"[{'retailer': 'Wayfair', 'price': '$134'}]",134.0,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27
The 7 Best Keychains,Best Monogrammed: Anthropologie Monogram Keychain,,"[{'retailer': 'Anthropologie', 'price': '$10'}]",10.0,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best Leather: Madewell Front Door Key Fob,,"[{'retailer': 'Madewell.com', 'price': nan}]",,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best Bottle Opener: Fencher Keychain with Heavy Duty Bottle Opener,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best Multitool: Columbia River Knife &amp; Tool CRKT Eat'N Tool Outdoor Spork Multitool,,"[{'retailer': 'Amazon', 'price': '$16'}]",16.0,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best for Kids: Nuoxinus Emoji Plush Pillow Keychain,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best Flashlight: Energizer LED Keychain Light,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Keychains,Best Overall: maycom Retro Style Simple Strong Carabiner Shape Keychain,,"[{'retailer': 'Amazon', 'price': '$8'}]",8.0,https://www.thespruce.com/best-keychains-4684505,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Splash Mat: Banzai Sprinkle &amp; Splash Play Mat,,"[{'retailer': 'Amazon', 'price': '$10'}, {'retailer': 'Walmart', 'price': '$11'}]",10.5,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Budget: Intex Kiddie Pool - Kid's Summer Sunset Glow Design,,"[{'retailer': 'Amazon', 'price': '$20'}]",20.0,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best for Toddlers: Intex Dinosaur Inflatable Play Center,,"[{'retailer': 'Amazon', 'price': '$45'}, {'retailer': 'Walmart', 'price': '$45'}]",45.0,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Slide: Costzon Inflatable Mighty Bounce House Jumper with Water Slide,,"[{'retailer': 'Amazon', 'price': '$380'}, {'retailer': 'Costway.com', 'price': '$245'}]",312.5,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Baby Pool: Intex Mushroom Baby Pool,,"[{'retailer': 'Amazon', 'price': '$9'}, {'retailer': 'Walmart', 'price': '$16'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",12.5,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Splurge: Kahuna Mega Blast Inflatable Backyard Kiddie Pool and Slide Water Park,,"[{'retailer': 'Amazon', 'price': '$554'}, {'retailer': 'EBay', 'price': '$277'}]",415.5,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Kiddie Pools of 2021,Best Overall: Intex Rainbow Ring Inflatable Play Center,,"[{'retailer': 'Amazon', 'price': '$55'}, {'retailer': 'Walmart', 'price': '$62'}, {'retailer': 'EBay', 'price': '$64'}]",60.333333333333336,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best Vacuum: Shark Navigator Lift-Away Professional NV356E,4.3,"[{'retailer': 'Amazon', 'price': '$199'}, {'retailer': 'Office Depot', 'price': '$200'}]",199.5,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best for Pets: Nature’s Miracle Hard Floor Cleaner,,"[{'retailer': 'Amazon', 'price': '$11'}]",11.0,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best Budget: ZEP 1 Gallon Hardwood and Laminate Floor Cleaner,,"[{'retailer': ""Lowe's"", 'price': '$10'}, {'retailer': 'Home Depot', 'price': '$9'}]",9.5,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best for Shine: Rejuvenate All Floors Cleaner,,"[{'retailer': 'Amazon', 'price': '$9'}]",9.0,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best Mop : Swiffer WetJet Hardwood and Floor Spray Mop Cleaner Starter Kit,4.8,"[{'retailer': 'Amazon', 'price': '$29'}, {'retailer': 'Walmart', 'price': '$25'}, {'retailer': ""Lowe's"", 'price': '$27'}]",27.0,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laminate Floor Cleaners of 2021,Best Overall: Better Life Naturally Dirt-Destroying Floor Cleaner,4.8,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Walmart', 'price': '$12'}, {'retailer': 'Walgreens', 'price': '$7'}]",9.5,https://www.thespruce.com/best-laminate-floor-cleaners-4159176,2021-12-27
The 7 Best Laser Levels of 2021,Best Point Line: Bosch Combination Point and Line Laser Level,,"[{'retailer': 'Amazon', 'price': '$60'}, {'retailer': 'Home Depot', 'price': '$43'}, {'retailer': 'Acmetools.com', 'price': nan}]",51.5,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best Commercial: DEWALT 12V MAX Line Laser,,"[{'retailer': 'Amazon', 'price': '$431'}, {'retailer': 'Home Depot', 'price': '$448'}]",439.5,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best Budget: TBTeek Multipurpose Laser Level Tool,,"[{'retailer': 'Amazon', 'price': '$22'}]",22.0,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best 360-Degree: Skil Self-Leveling 360-Degree Cross-Line Laser,,"[{'retailer': 'Amazon', 'price': '$109'}, {'retailer': 'Acmetools.com', 'price': nan}]",109.0,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best Multipurpose: Micmi Multipurpose Laser Tape Measure,,"[{'retailer': 'Amazon', 'price': '$11'}]",11.0,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best Overall: Tavool Self-Leveling Laser Level T02,,"[{'retailer': 'Amazon', 'price': '$43'}, {'retailer': 'Tavool.com', 'price': nan}]",43.0,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laser Levels of 2021,Best for DIYers: Johnson Level &amp; Tool Self-Leveling Cross Line Laser Level Kit,,"[{'retailer': 'Amazon', 'price': '$114'}, {'retailer': 'Walmart', 'price': '$118'}, {'retailer': 'Home Depot', 'price': '$114'}]",115.33333333333331,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best for Sweat: WIN Sports Detergent,,"[{'retailer': 'Amazon', 'price': '$13'}]",13.0,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best Stain Remover: Tide Ultra Stain Release Liquid Laundry Detergent,,"[{'retailer': 'Amazon', 'price': '$16'}, {'retailer': 'Walgreens', 'price': '$22'}]",19.0,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best for Body Odor: No Sweat Laundry Detergent HE Sport by No Sweat,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best Laundry Booster: OxiClean Odor Blasters Odor &amp; Stain Remover Laundry Booster,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,"Best Overall: HEX Performance Advanced Laundry Detergent, Free + Clear",,"[{'retailer': 'Amazon', 'price': '$24'}]",24.0,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best Pod: Tide PODS 4 in 1 HE Turbo Laundry Detergent,,"[{'retailer': 'Amazon', 'price': '$18'}]",18.0,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Laundry Detergents for Odors in 2021,Best Green: Method Free + Clear Laundry Detergent,,"[{'retailer': 'Target', 'price': nan}]",,https://www.thespruce.com/best-detergents-for-workout-clothes-2146615,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best Overall: GE LED Reveal Light Bulb (60-watt Equivalent),,"[{'retailer': 'Amazon', 'price': '$11'}, {'retailer': 'Walmart', 'price': '$17'}]",14.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best for Vanities: Philips G25 Halogen Clear Decorative Globe Light Bulb (60-Watt Equivalent),,"[{'retailer': 'Home Depot', 'price': '$12'}]",12.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,"Best LED: Feit Electric G25 Dimmable LED Light Bulb, Daylight (60-Watt Equivalent)",,"[{'retailer': 'Home Depot', 'price': '$15'}]",15.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best Budget: EcoSmart A19 Non-Dimmable LED Light Bulb (60-watt equivalent),,"[{'retailer': 'Amazon', 'price': '$18'}, {'retailer': 'Home Depot', 'price': '$7'}]",12.5,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best Splurge: Tala G25 Porcelain II Lightbulb (40-Watt Equivalent),,"[{'retailer': 'Pottery Barn', 'price': '$22'}, {'retailer': 'Rejuvenation', 'price': nan}]",22.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best Smart: TP-Link A19 Kasa Smart Light Bulb (60-watt equivalent),,"[{'retailer': 'Amazon', 'price': '$39'}]",39.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Light Bulbs for Bathrooms in 2021,Best Dimmable: Feit Electric A19 Dimmable LED Light Bulb (60-watt equivalent),,"[{'retailer': 'Home Depot', 'price': '$11'}]",11.0,https://www.thespruce.com/best-light-bulbs-for-bathrooms-4169683,2021-12-27
The 7 Best Linen Sheets of 2021,Best Hemp: Buffy Soft Hemp Sheets,,"[{'retailer': 'Buffy', 'price': nan}]",,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best Blanket: Rough Linen Linen Day Blanket,,"[{'retailer': 'Roughlinen.com', 'price': '$175'}]",175.0,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best Styles and Colors: Brooklinen Linen Core Sheet Set,4.7,"[{'retailer': 'Brooklinen', 'price': '$199'}]",199.0,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best Feel: Tuft &amp; Needle Linen Sheet Set,,"[{'retailer': 'Tuft &amp; Needle', 'price': nan}]",,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best High-End: Linoto 100% Linen Sheet Set,3.0,"[{'retailer': 'Amazon', 'price': '$329'}, {'retailer': 'Linoto.com', 'price': nan}]",329.0,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best Value: West Elm Belgian Flax Linen Sheet Set,4.0,"[{'retailer': 'West Elm', 'price': '$28'}]",28.0,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Linen Sheets of 2021,Best Overall: Parachute Linen Venice Set,4.8,"[{'retailer': 'Parachute', 'price': nan}]",,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Colorful: Tilly Sophia Macrame Wall Hanging,,"[{'retailer': 'Etsy', 'price': '$45'}]",45.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Mixed Metal: Stratton Home Decor Macrame Metal Triangles Wall Decor,,"[{'retailer': 'Home Depot', 'price': '$34'}]",34.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Oversized: Blue Green Macrame Extra Large Macrame Wall Hanging,,"[{'retailer': 'Etsy', 'price': '$222'}]",222.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Splurge: ZDM Craft Studio Customizable Macrame Wall Art,,"[{'retailer': 'Etsy', 'price': '$275'}]",275.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Budget: Timeyard Macrame Wall Hanging,,"[{'retailer': 'Amazon', 'price': '$17'}]",17.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Overall: Dakota Fields Feickert Wool Wall Hanging,,"[{'retailer': 'Wayfair', 'price': '$48'}]",48.0,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Macrame Wall Hangings of 2021,Best Planter: Bloomscape Beaded Macrame Hanger,,"[{'retailer': 'Bloomscape.com', 'price': nan}]",,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27
The 7 Best Mahjong Sets of 2021,Best for Playing With Kids: Laurence King Animal Mah-Jong,,"[{'retailer': 'Amazon', 'price': '$35'}, {'retailer': 'Laurenceking.com', 'price': nan}]",35.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best for Beginners: Yellow Mountain Imports American Mahjong Set,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Ymimports.com', 'price': nan}]",,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best Budget-Friendly Option for American Play: Kai Tai 4 Pushers Complete American Mahjong Set in Aluminum Case,,"[{'retailer': 'Amazon', 'price': '$95'}]",95.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best Traditional Chinese Set: Yellow Mountain Imports Professional Chinese Mahjong Game Set,,"[{'retailer': 'Amazon', 'price': '$73'}, {'retailer': 'Ymimports.com', 'price': nan}]",73.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best Wooden Tiles: Verve CULTURE Thai Crafted Mahjong Set,,"[{'retailer': 'Amazon', 'price': '$110'}, {'retailer': 'Walmart', 'price': nan}, {'retailer': 'Verveculture.com', 'price': nan}]",110.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best Budget-Friendly Option for Traditional Play: Mose Cafolo Chinese Mahjong,,"[{'retailer': 'Amazon', 'price': '$70'}]",70.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mahjong Sets of 2021,Best American Set: American-Wholesaler American Mahjong Set by Linda Li,,"[{'retailer': 'Amazon', 'price': '$170'}, {'retailer': 'American-wholesaler.com', 'price': nan}]",170.0,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27
The 7 Best Mechanic Tool Sets of 2021,Best Overall: DEWALT DWMT72165 Mechanic Tool Kit and Socket Set,,"[{'retailer': 'Amazon', 'price': '$220'}, {'retailer': 'Home Depot', 'price': '$220'}]",220.0,https://www.thespruce.com/best-mechanic-tool-sets-4151065,2021-12-27
The 7 Best Mechanic Tool Sets of 2021,Best Budget: Hi-Spec 67-Piece Auto Mechanics Tool Set,,"[{'retailer': 'Amazon', 'price': '$51'}]",51.0,https://www.thespruce.com/best-mechanic-tool-sets-4151065,2021-12-27
